Rank,Name,1 - Least Walkable,2 - Below Avg,3 - Above Avg,4 - Most Walkable,Avg Walkability Index
36,"Redondo Beach, California",0.0,6503.0,35958.0,33402.0,7.429513520563729
37,"Oakland, California",85.0,23972.0,241154.0,167258.0,7.418289306042137
38,"Chicago, Illinois",2021.0,94442.0,1603894.0,1037389.0,7.407435974895523
39,"Los Angeles, California",9404.0,234581.0,2143839.0,1648998.0,7.394696242163813
40,"Newton, Massachusetts",0.0,8586.0,57681.0,41419.0,7.391025760080231
41,"Alexandria, Virginia",0.0,14755.0,83428.0,70199.0,7.380398673692463
42,"Portland, Maine",337.0,3533.0,44987.0,21926.0,7.374844688399012
43,"Washington, District of Columbia",0.0,28253.0,404356.0,260074.0,7.371049998795683
44,"Hialeah, Florida",0.0,3716.0,177269.0,85034.0,7.367217339639965
45,"Lynn, Massachusetts",0.0,6796.0,49121.0,38355.0,7.366538482152426
46,"Denver, Colorado",1250.0,32485.0,414390.0,274006.0,7.36569625907648
47,"Pasadena, California",2234.0,9354.0,80801.0,60954.0,7.364260788593303
48,"Camden, New Jersey",0.0,663.0,50540.0,27871.0,7.3496521579386656
49,"Santa Ana, California",0.0,11395.0,212358.0,117946.0,7.348881386988642
50,"St. Paul, Minnesota",2610.0,8560.0,182177.0,111945.0,7.345474513787318
51,"Garden Grove, California",0.0,1819.0,134010.0,62879.0,7.3380893201661666
52,"Santa Clara, California",0.0,11455.0,68373.0,49408.0,7.334837856813568
53,"Erie, Pennsylvania",0.0,1969.0,62211.0,33083.0,7.327320336558987
54,"Buena Park, California",0.0,0.0,72089.0,31479.0,7.3233138969972424
55,"Huntington Beach, California",0.0,15572.0,112610.0,74175.0,7.315349006692964
56,"Alhambra, California",0.0,4526.0,56307.0,25345.0,7.299253930970292
57,"Costa Mesa, California",0.0,9827.0,63318.0,42586.0,7.279332653899309
58,"Baltimore, Maryland",0.0,26926.0,397081.0,187617.0,7.259310372661015
59,"Syracuse, New York",0.0,7373.0,102361.0,37695.0,7.259203270369929
60,"Oxnard, California",0.0,15063.0,135797.0,76992.0,7.258305137129642
61,"Jersey City, New Jersey",0.0,8499.0,186647.0,82547.0,7.248370076231479
62,"St. Louis, Missouri",0.0,14734.0,198059.0,110125.0,7.243140429002507
63,"Fall River, Massachusetts",0.0,6478.0,54230.0,31279.0,7.230918499353169
64,"Tempe, Arizona",0.0,3737.0,133186.0,55975.0,7.208182562805212
65,"Burbank, California",1673.0,3456.0,61236.0,37338.0,7.204164778260996
66,"New Rochelle, New York",0.0,5414.0,51182.0,22471.0,7.184325685145107
67,"San Leandro, California",0.0,4028.0,72455.0,23373.0,7.161265116504606
68,"Beaverton, Oregon",0.0,14086.0,107643.0,60750.0,7.149396859220426
69,"Mount Vernon, New York",0.0,0.0,53096.0,15711.0,7.143022473998591
70,"Milpitas, California",1005.0,10438.0,50704.0,21277.0,7.12579681727333
71,"Milwaukee, Wisconsin",3205.0,45223.0,408609.0,181423.0,7.11968156930245
72,"Orem, Utah",0.0,9691.0,59942.0,35681.0,7.118899321627653
73,"Champaign, Illinois",1301.0,4623.0,66968.0,29887.0,7.117894501283026
74,"Burlington, Vermont",0.0,2831.0,30922.0,9426.0,7.1172627775929085
75,"New Haven, Connecticut",0.0,6887.0,92068.0,33433.0,7.1093341263240575
76,"Inglewood, California",0.0,6030.0,92599.0,23675.0,7.107858072378753
77,"Richmond, California",3154.0,8263.0,89131.0,40897.0,7.10761054603705
78,"Salinas, California",0.0,9960.0,112136.0,39769.0,7.101584166142354
79,"Bridgeport, Connecticut",0.0,8060.0,106992.0,30587.0,7.0941265732393095
80,"Downey, California",0.0,5432.0,76172.0,33008.0,7.0894484732929595
81,"Fort Lauderdale, Florida",0.0,16649.0,132651.0,57050.0,7.089224108247357
82,"Yonkers, New York",0.0,7679.0,141830.0,50459.0,7.0805656536624815
83,"New York, New York",8618.0,907992.0,4893589.0,2628322.0,7.076849404746338
84,"Bellflower, California",0.0,6249.0,49501.0,21445.0,7.068434006838459
85,"Hartford, Connecticut",0.0,4832.0,92711.0,25545.0,7.057587169128461
86,"Norwalk, California",0.0,5704.0,70271.0,31312.0,7.0419641757744715
87,"Newark, New Jersey",0.0,14894.0,217558.0,76533.0,7.041530886782954
88,"Boulder, Colorado",697.0,12685.0,72740.0,38711.0,7.041382023225134
89,"Gresham, Oregon",0.0,11158.0,76051.0,29518.0,7.030413745433
90,"Fullerton, California",0.0,16995.0,84858.0,51887.0,7.022352673344608
91,"Compton, California",3776.0,2001.0,86460.0,26103.0,7.018968983215179
92,"Cranston, Rhode Island",4748.0,9935.0,33225.0,34221.0,7.01879264392153
93,"South Gate, California",0.0,6817.0,69003.0,20750.0,7.005731593662628
94,"Madison, Wisconsin",1998.0,28153.0,192553.0,79895.0,6.994503930075256
95,"Salt Lake City, Utah",5961.0,23375.0,125809.0,77483.0,6.986963713468894
96,"San Jose, California",15745.0,112892.0,642740.0,329645.0,6.98051774193718
97,"Livermore, California",0.0,22356.0,33435.0,41594.0,6.980018537384174
98,"New Orleans, Louisiana",3628.0,28453.0,261011.0,102019.0,6.976530446007909
99,"Racine, Wisconsin",4093.0,7137.0,51162.0,29588.0,6.968135235348643
100,"Buffalo, New York",0.0,15019.0,182247.0,72238.0,6.967959561580574
101,"Santa Maria, California",953.0,11250.0,67676.0,39420.0,6.958547982711287
102,"Hawthorne, California",0.0,10899.0,79449.0,28387.0,6.954056468074637
103,"Lynchburg, Virginia",5327.0,806.0,57166.0,24411.0,6.951231930584642
104,"Sacramento, California",3569.0,55082.0,349165.0,146493.0,6.949108757598721
105,"Rochester, New York",3779.0,13856.0,163605.0,55219.0,6.934938092082728
106,"Hollywood, Florida",2431.0,11399.0,119275.0,30684.0,6.932914330407767
107,"Albany, New York",1544.0,7143.0,64791.0,25544.0,6.927895608525061
108,"Stamford, Connecticut",5406.0,17454.0,65461.0,45054.0,6.924040645193115
109,"Orange, California",2807.0,29679.0,63124.0,53321.0,6.923942171736894
110,"Lynwood, California",730.0,2680.0,56881.0,11734.0,6.921531631926051
111,"St. Petersburg, Florida",2779.0,37583.0,157548.0,86063.0,6.912386778060997
112,"Tacoma, Washington",6083.0,25330.0,152350.0,61608.0,6.906902844650497
113,"Baldwin Park, California",0.0,8912.0,51797.0,21768.0,6.906754865630801
114,"Anaheim, California",3159.0,45064.0,214292.0,103765.0,6.890814763511375
115,"Newport Beach, California",0.0,23696.0,36965.0,34964.0,6.889141795665633
116,"El Monte, California",0.0,8344.0,106564.0,25228.0,6.886693152216041
117,"Schenectady, New York",0.0,4929.0,47175.0,13754.0,6.877240666122164
118,"Union City, California",0.0,8349.0,46254.0,21271.0,6.877185930136249
119,"Glendale, California",8888.0,15728.0,116462.0,60408.0,6.875987596369501
120,"West Covina, California",0.0,11107.0,92027.0,29204.0,6.8757857670669456
121,"Modesto, California",5416.0,18391.0,174094.0,46112.0,6.853900471653046
122,"Brockton, Massachusetts",0.0,10464.0,58776.0,27774.0,6.844916034907605
123,"Miami Gardens, Florida",4257.0,4368.0,88347.0,32929.0,6.840251017070084
124,"Carson, California",946.0,10968.0,78394.0,22606.0,6.83924211533137
125,"Worcester, Massachusetts",4369.0,21749.0,108831.0,53639.0,6.835073225622438
126,"Springfield, Massachusetts",2503.0,18853.0,101925.0,35513.0,6.822799714691592
127,"Fremont, California",2035.0,18731.0,188430.0,29373.0,6.815865585395022
128,"Pompano Beach, Florida",2595.0,10142.0,80479.0,19346.0,6.812795801892573
129,"Kenner, Louisiana",0.0,8057.0,42420.0,16300.0,6.807948765845157
